sha1,text
d65f511447bdf2854e211f14ee42f2bc304e450a,the pathfinders is the only mission in which a raf northam carrier group is involved .
e661392bf0d231346016bb794eabec29700650cc,most of the players in the 1990 u.s. open are from the united states .
8bb9407ffdc818b50a449ccb782321acc5e2c545,mn treasurer of state received the highest amount of popular votes of the grassroots party .
15f39453b9498a70ca8f66b090327c54cf6d389a,jacques cornu 's second highest number of points in the 250cc was in 1981 .
79103f7ac3808e0bb87b25e4e16cfd5220a95f46,the
83189fa0799cc683b6d25da05d28becea69fec60,two of the players in the 1998 icc knockout trophy were with the free state team .
0c832b099cd936449b1f4b9ae63a84097bdec6ea,there were 6 game venues used during the 1974 vfl season .
8942614f3c646318c162b98e1b14c60e811fb893,"in the 2004 cfl draft , mark moroz was picked 2nd to last ."
cd17c9d125555b8a2c5a25f1c45a572dbad06ef5,the average student enrollment of ohio river valley - western indiana high schools is 959.5 .
e4a31c1422b206ffd3d49f2531c89a8307ed4d40,john ross ( dr ) 50.8 % was the only representative who retired .
506b693883edcd0dd4ecbf7c0cd557c93d3ed756,william c wright was elected to the house of representatives before charles r crisp was elected to the house of representatives .
560418dfbd22480d23ccc0367e12b2cb47ffb331,most of the afc champions league teams scored over 100 points .
f2b242d457aab36767b705cbe40f5a65cf07c284,the game played on november 4 drew the highest crowd attendance .
2db0e02cf0b9f37f695c382cceefea84d6389da5,the average weight of the octagonal teams is around 55-60 kg .
28fbb19ec9d1caa9bc7d6b9e7d2719374ef95b0b,the game on november 4 had the highest attendance of the 2003-04 detroit red wings season .
ce80bbca3f2af202d0dde8c2c3036363ae668842,pietro fig was born before pietro fig was born .
98f783e7a8916895eaba20e217bcc2a0edcb96e5,most of the releases of stephin merritt discography are lp .
3716d9b6f9b6311236072fd07f8426a8f5a793f8,"in the 2010 afc champions league , saudi arabia ranks the highest ."
f8f0d465a8739bcfd4610b34614f0cf31d596008,"in the 1978 new zealand rugby union tour of britain and ireland , the 2nd highest number of points was when the opposing team was cardiff ."
28a85bb699e4da2b49301b9a23051ab0dffcbe56,"in the 1979 - 80 new york rangers season , doug sulliman ranks the highest ."
9d138a377082509c64ca3285650e8cbef00f9dc7,robert guérin was born before jules rimet was born .
45d550cbe7b65cb2ac2dcc8719ec415f243f5c79,tom weiskopf 's second highest number of wins was at the us open .
d5eb266d9cab208b31cf63b6745ddd3a7041d973,mcg venue recorded the highest crowd participation during the 1955 vfl season .
6be6adb27a724714d2385383e2bd8a492a07048d,the fight between andrey juravkov was the only fight that ended in a 7 - 5 result .
4ac38115aa9aa19c856a83316b4ec5b1e6d9575e,two of the players drafted by the washington redskins played the rb position .
32cb5ed37ccc14fc2b62f50dbbabab1cc058674e,the bakerloo line has the highest amount of trips per mile ( 1000 ) among the london underground .
9438f50d09950fd08ec3dc14230070eb396460d3,"in the 1969 player 's county league , keith boyce had more wickets than peter sainsbury ."
e7852c7cb05b91dd621373554845a82de088ac83,the players in the 2007 - 08 kfc twenty20 big bash had an average of 71 balls .
80b1c181586e2d785b5502e185e597e7fe160996,a total of two tournaments were played in italy .
e5e5a20450b3d8ecee526e290310db410058c89c,moussa sow scored the highest number of international goals during the 2012 africa cup of nations qualifying .
07c539f2cdbd09d71929ef20f2b071a79402676d,the average hand guard length of the ar-15 variants is 20.5 mm .
75b8a30d884989372788ffbcb49ab7132724bca2,"in 2008 paraguayan football , among the teams that had over 200 points , two of them had over 100 points ."
64e447659d2c4c922240bce36c0facefe6e6a426,the average length of the yukon territorial highways is just over 200.0 km .
32ea4136fb9bc77e81a85d417cbb8b712af75930,three of the listed schools in the hawke 's bay region are under state authority .
6abbcc918fc1677ce524f89adfa039bf3f69bf1a,"in the cities of east asia , daegu has a higher population than daegu ."
058044384159a7962e2ac1ce2594b016a79630c7,"in the 2008 eurovision song contest , mariza ikonomi scored more points than mariza ikonomi ."
11fc5f37577ec03bd56865463013e5064cb1ffa4,the only country with a gdp per capita above 10000 is south america .
753c053df2871fe60833f00be7c0f63adbb1506f,most of the incumbents of the 1990 house of representatives elections were re-elected .
e1a1f5941b2bda18b205fae116d19918d82f4709,"in the 1973 world figure skating championships , liudmila pakhomova / alexander gorshkov ranks the highest ."
183b9f29ccd6db2d34a5ba81e41f6b0d8870ceef,empty .
223e6ce9cd419db1bb3b4abe8dc536d4e2b10401,the 2nd highest margin of victory for gil morgan was when he played at the bc open .
e8446fe14aa418613334be8e3270e9f2f1ccf072,the old north church is the only building in boston that is at least 800 feet tall .
29e2310e9ed842470fda7fe914a9454ec4531fa1,"in the 1959 vfl season , among the games where home team scored above 15.00 , 2 of them had an attendance above 15,000 ."
d66593a6dbbaf6885fb80e7818fc24555e48b712,devin gardner had the highest rushing yards in the 2011 season .
a612390695b14c9324f527500be67fd52afea6d8,the average number of seats for the gold enforcers transit is 44.5 .
f577ca69e2e0955dfc03550924277dfd5a8b7104,derek daly drove for ford cosworth dfx for the majority of years he raced .
9156820753a5fc9f1e69ab1d014782852a2bb57d,most of the incumbents of the 1974 house of representatives elections were re-elected .
f4dfa2758c12e45e5140e7269422e07960031fc7,the average time for rika geyser to finish in the women 's single sculls at the 2008 summer olympics was 8:23.67 .
7ffa5adf2fcfbcb12c83be4216667f577fd8f951,hannes van asseldonk had a total of two podiums in the formula bmw europe .
e2c71400f0c726a430a54d1efea87fe5305f6386,"in the 1982 detroit lions season , the 2nd highest attendance was on sept 19th ."
3efe4f2405d1bcbc10c9f91da44f225181fb0847,"in the list of pacific - 12 conference champions , the only institution located in bakersfield is boise state university ."
18c91598cd709c966d5bfe4d047e7a490c467ab0,devin gardner had the highest rushing yards in the 2011 season .
bdb91826c79b3afe1347e097718836b36ecedbfa,the k220iz call sign is the only call sign with an erp wattage of 0 .
f5b77c9d7104626d48baf0b62889f13d6b848912,"in the 2007 - 08 minnesota wild season , when the home team was minnesota , the only time the attendance was over 20000 was on february 2nd ."
bafdf06bf10ebe4c78fba759be7e85b3d01392a8,most of jorge aguilar 's tennis tournaments were played on a clay surface .
1c9f2ee23abdb60795bf658d827ebf1ef65af039,the san francisco 49ers ' game against the new england patriots was the earliest in the 49ers - rams rivalry .
7e6759ecd2261df81d6bf0180e95a548187c4ccc,"in the 1930 vfl season , among the games where home team scored below 10.00 , two of them had an attendance above 10,000 ."
bdef4baaab730203291fa837e49f234d2770f2a9,"in the u.s. cities with teams from four major league sports , the 2nd highest media market ranking was for the bears ."
dbb62c42ebc283b22d6fb9997b2445dd665471b1,the only participant from norway was eero mäntyranta .
ec932d1f3d4c7bce92ad18a064c59234617e1df1,the lithuania davis cup team played a total of four tennis tournaments on a carpeted surface .
0b825400929286c794f10cec2a312f038cae2779,"in 1959 , dick rathmann finished more laps than in 1960 ."
f48d4124ff6f94968c2d79a23c5353de2e32a621,there were 6 game venues used during the 1944 vfl season .
239d98890bc65c27155f44c444a9e48adaa1ebd2,"in the list of pacific - 12 conference champions , the only institution located in bakersfield is boise state university ."
3cb9fbc75f34f960c7c6fc914cdec24ad3f0f9c0,"the average population of districts and counties in sanya is just over 13,500 ."
c142ec46e2f137dfbb4a54eb7dd0980cd9cbd645,the average number of matches for sheffield shield was about 9.5 .
d6408074bd1c5df0ae4d342640c2dbd4f89fb0e3,"in the 1978 new zealand rugby union tour of britain , the only time the venue was twickenham , london was when the venue was twickenham , london ."
abbe8e103c72c7637925724f55ce0f92568d75d4,two of rayton manor 's theme parks were opened in the year 2012 .
ff8f311d7c9a8eff57aae9d5fa8bde49f9bf7fab,most of the releases of modern guilt were done on cd .
9ff1fecf859fd74f830402fe8b6df1b595ecdbf0,all of the singles in the uk singles chart were released after 1980 .
8c1ab8463869c8a3d398a32e464b594518049b6c,empty .
28834f3849549fd3cff0a1617f3f256abf5fefb8,"among the largest airlines in south america , the only one that has n/a comments is n/a ."
7559394a491894fb8954634bc082a301b303ece8,the average number of bronze medals won per country by countries in the fiba europe under - 18 championship is 1 .
bf9183ae2806ed1bd2e4e3588c5f9b23eeb0f544,three of the electors in the papal conclave of 1389 are from urban vi .
7ae3c8e57846b0b032f0edf857bd5b4f979648dc,"in the 1963 icf canoe sprint world championships , among the nations that won 3 gold medals , 2 of them won 2 silver medals each ."
f63651cd94c7688219d3fcd061c138baf16396e7,the ktm
15b24dde412e07fc76aa1f8af584b9716e847e33,the company that made the most in profits in 2000 was american international group .
4dac15907e090b8a01ab0ba7a84f6b5fd0869206,there were two years where randy lajoie had 0 poles .
a5935565ee6ea2fc1899138df558d035b9219221,"in the fifa beach soccer world cup , among the top goalscorers , two of them are from france ."
b6eb2c24d7d9c460b3aa8a21013ad6f52118f06e,jean - philippe belloc completed the highest number of laps in a single year .
6764a7b2b18cf8e0dda0c0416f8f7b3089dfd168,the game played on may 24 drew the highest crowd attendance in the 2008 - 09 detroit red wings season .
ad4967a22673f13e0574672f6669058285de5de9,the average rank that johnnie parsons had was a rank of around 140 .
2ad29ae011d4a317020892a4b96223fa36c203a0,"in the 1999 cincinnati bengals season , among the games where the bengals won , 2 of them had an attendance of more than 60000 ."
e8f6815797d4c20eb5bbc0d24b9e015b88aaead9,"roberto ribaud 's second fastest time in the athens , greece event was less than his first time in the olympic games ."
95fba70c94457d52ed33278292acad24a3102680,the 1990 detroit lions lost most of their games in the month of october .
115a0fd0f370045cfb898bb0d48dccd24bdb1883,the game played on 22 april 1992 had the second highest number of points .
bac4a7de72f333f28b735abd5eb3385040ad9192,three of the active finnish navy ships are from the purunpä class .
e078414d7c9d18a6aa6dcacc8180c7ec15f0e117,the buffalo bills lost most of their games in 1976 .
154c9df243270729421c3a3646a31b6f09553af7,"for the two north , the average number of games they won was 1.5 ."
71afa4a65d5310ba3fe72cda5bdc446838a31411,"in the list of south american countries by gdp ( ppp ) per capita , the only one with a world rank of 12300 is argentina ."
4c5fd854d8d6624ee4ac09de204d69384c7e0790,the majority of rio rancho 's fights took place in the united states .
a031524eeb00d2ccad666f6d3eed3c48dffbab0e,all of the incumbents in the 1994 united states house of representatives elections were re-elected .
d1f80ced9c0c8e2c52f6edcea3282d296b2b622b,citroën total world rally team had the highest number of stage wins in the 2011 world rally championship season .
c23eb3cc7fae1252946b395bcceff0e4c4642abc,the average height of the hewitts and nuttalls in england is 661.5 m.
a40306cc4d53d26c36fb50716252a74e005276d0,"in the 2008 formula 3 euro series season , jules bianchi drove more laps than jon lancaster ."
a891d3192ac5b32399bbf3c9488e705c214a63ce,the game of the year awards went to the game that made the cut the most money .
2b8f01fb2258af5fc50fda1de90a244647f81d76,the average number of first hull trains that were withdrawn was 1.5 .
22e0e498e85da378ee23599aa7a14d29bfe4b924,william c wright was elected to the house of representatives before charles r crisp was elected to the house of representatives .
855ae0497293ff334ce81c08f6415f5f957371bc,"in the 2007 - 08 philadelphia 76ers season , when iguodala had the high rebounds , his average number of rebounds was 11.5 ."
2b0dfeaa7c85fd4ceb419fb42bbfb4fb8b8fd0f1,the average number of appearances for all paris saint-germaines players is 1.5 .
3cc00d80679ab18a17654eed24665189e15cbbd2,the hughes hall college boat club finished with a total of fourteenth day .
bf9d32953cf592add219cb9492d5b7e063ae0182,the alpha delta pi fraternity is the only one in canada that was founded in 1909 .
5988b654d10edcb8dabe757bfe5b32bd34bdc74f,the average release date for intel itanium microprocessors is 2009 .
42ff47569e53a8ad1fd655dd5ac293d5bdcdca5a,there were three years where the cleveland open was in the united states .
2b55ec4b3966556dbc9553f887403a75ee8d38ef,"in the list of craters on venus , xiao hong is the only wife of socrates ."
5a82aec1a8e279b71ba2963677b8a73cff33326c,"in the 2007 - 08 new jersey devils season , among the games where new jersey was the home team , 2 of them had attendance over 15,000 ."
31a2b3903276f31a6e7072ba1aae4c65db947634,the only version of microsoft windows that does not include ntfs is the nov2 .
cfb8b36505e62c111ad72fa10a9d58bff37e4d95,most of the players in the 1984 u.s. open were from the united states .
02b2433a02fb573c411f2264692a0d8ef2734105,"in the 1935 central american and caribbean games , among the athletes that won 7 gold medals , two of them won 2 silver medals each ."
4f4ef6e6b5f2963b86fb96c4a744f66055d30a30,"in the 2007 - 08 minnesota wild season , among the games where minnesota was a visitor , 2 of them had attendance over 20000 ."
ba56062a8d1ad54a3db054c4772fa373ff25a6be,"in the 2007 - 08 los angeles kings season , thomas hickey was selected one round before bryan cameron ."
a9ea13f0419e3c17a0feb7b817734eb5b1e7a192,empty .
aef633b003659cbc4854326afd361641aee3d62c,chungju hummel fc had the second highest capacity of any team in the k league challenge .
e57d3f9bbcb140da3ee8f20ea89157d0550b7cc5,the match on 23 july 2011 was the only one held in beirut .
439d9a7390603f769cb07e3b1cf54beb616f1750,two of the players on the 2010 nba all-star team play a 6 - 5 type .
78e64950f72c9ce7529bbb918c95145374fc101d,"in the 2003 new england patriots season , asante samuel was the only player to play the wide receiver position ."
f65dbf77ae138423407ccdb95d95384a3c9089f5,"in the indiana high school athletics conference , the only one with an ihsaa football class is franklin community ."
60c970dcafa711a956b626206d31f39119f977f0,the highest number of points was for pedro de la rosa .
ab47b5c78d548760afbca3e80e24e1516b0c9fd3,the highest number of seasons in superettan 's second tier was in 2013 .
0770b508b3243b6efb75076019c55388ec7cccb8,"in 2006-07 in welsh rugby union , bargoed rfc was the only team to have won 18 games ."
47eca6e044ebf5efc7bdd114199befc18870046f,two of the matches were played in bratislava .
f2676bd62e35a938d014920cb633b82613a014c7,"in the list of inter milan records and statistics , luigi cevenini had more total points than sandro mazzola ."
80d9028c4d7bbdbf93424dd640323e9e47559e27,the dominica has a higher population density than indonesia .
b94a9756c3ad5b6f6424f0349ddc054172ebe44e,the region nordjylland has the 2nd highest population of all the denmark regions .
d34fb3469155ff17903170d58d96f17875ece586,the majority of powerade tigers all time players were acquired by the free agency .
0d9f400f6ebaafaade36696780d01527d52ede28,the second most recent project for extreme engineering was the new york city subway expansion .
f131ba69088d46f98fb9131ec69f55a33ec64dd7,the miami dolphins lost most of their games in the 1983 season .
84bad6bd5fe9c6b4b36dce1b87c8283563b71bfa,melanie redman - carr was the runner-up in the majority of events in the 2006 asp world tour .
287608cdc694dfc63c7dbafcba29131027b5803c,the average number of points played by teams in the 1956 - 57 tunisian ligue professionnelle 1 was around 54 .
e4d2015325ac32972c9d6b71072a2ba62a6dd7eb,the miami dolphins lost most of their games in the 1983 season .
e1d87486ff3b2ea5003fcb14be351618d0aa456f,the ipl team was the only team to have 12 wins .
c3b8e10ae73e73134866ccb8195999997d53bbf4,hayong district has a higher population than hédōng qū .
32710e8b599ca60e2d72866130c86f4ab2661070,mcg venue recorded the highest crowd participation during the 1932 vfl season .
f7a570f5edb68326f13d9c8a6f0ff4fb070b12d4,"in the 1990-99 england national rugby union team , among the games where the status was five nations , 2 of them had a five nations status ."
62b4318de50e8ac9cca9f8497d16b716ac4f61a1,the second year that the asian game won was in 1982 .
9c16e4d06b3557282cca23e1240e8f2d324b0cac,in the quad cities
ace5a65c685e2212ee96d41de12fec9afd97cd0b,the majority of managers left managers who had a mutual consent in the 2007 - 08 football league one .
63a13b29f232f93a2d22d06408573cd97d69da2f,empty .
6e534b6219000c3454e9b84102822b075ab15a63,the houston astros won the majority of games in the 2005 season .
b4461d339955f5226f714b0a267a7151aef5b00c,1974 was the only year that börje jansson finished in the top 10 ranking .
05b85ef3b289877e49e3379042453ef265b92938,there were 6 game venues used during the 1949 vfl season .
e14a98e45c80c3d68fa267361b09ad50ac4e2e18,"in the 1960 green bay packers season ,"
7bd1efa2b98340ec19b409c5139ab7ef9596a3e1,the phillippines had the most picks in the 1993 pba draft .
95ee9192fb8c676541fbd30983c16055befe230a,the earliest build date for the cooke locomotive and machine works was for the serial number 1555 .
c332ba829f4a3fefd6ea1b678969438b8f9ab220,empty .
5f1fbf171114dcdc9a7f6b6a03a9a1d0e1f858fb,the second highest amount of points that damian paul chopa received was in 2012 .
195a1f696375a70843887290e8bcaedaaea9d3af,the average time for the songs in the shining ( violent j album ) is 3:29 .
7c123f2c6a170fa7b0b5298bfef03cdf0ddb8eee,"the game on september 5 , 1993 was the only game in which the chargers lost ."
edf91356af5394dea1d7fd34d82a5d2f07362678,there were 6 game venues used during the 1955 vfl season .
7c5c557d17a33e2f88c42ae066a8c9af4a018f07,the match played on 14 august 2005 was the only one played on a clay surface .
bc0c55b0ee798e80641b799383171929214d3fce,the united states had the 2nd highest number of medals in the 2004 world junior figure skating championships .
a358e7e0b45bc3de9a0e388a1dcea8471cab6621,marty reid was the lap-by-lap announcer for the napa auto parts 200 race a total of three times .
06ec0499c3106317abdce0ef0b7f4cc4a4625c35,the majority of players in the 2007 - 08 kfc twenty20 big bash played at the mel cricket ground .
304ef659fd4075e646f224d7d9c5bacdc6f57033,"in the 1999 cincinnati bengals season , among the games where the bengals won , 2 of them had an attendance of more than 60000 ."
a4926b8868af857236574a3d9b84cc94a111b837,"in the 1977 - 78 philadelphia flyers season , the only time the opponent was the new york rangers was when the game was on 12-12 ."
4041b1d4e44f258206184cab0d90181c9c6474fe,all of the incumbents of the 1946 house of representatives elections were from the democratic party .
13e704e7a79ff1e25d952ac78ffcbf01becc06ac,all of the incumbents in the 1816 house of representatives elections were from the democratic - republican party .
947340ac007973063856f6155ef3579747fc4ee9,joseph estrada received more votes than joseph estrada in the 2010 election .
6899ad64a07b309cc3233888d2c72434bdb77ed8,1979 was the only year that isabelle huppert won a césar award .
f2588b3c3a86113c31d55514222bcfd2c3527487,"in the 1961 eurovision song contest , among the songs that were sung in french , two of them had less than 10 points ."
5ec7d59f174262516e5c362ea83686f75608b007,the majority of events that chmed labasanov participated in were in the location of gary goodridge .
a806c05a5735038b5a38ce538847022d9354ba0c,the pga championship is the only tournament where dave stockton had 0 wins .
eceae87ef1032048ff319b4b66d2ac86d40dc03c,two of the men 's water polo players at the 2004 summer olympics were born in the 1980s .
88c72c20585dd9c7a962f300ebccd6122e28a38d,empty .
48c90348435d8b7a953ec6604e2f2ca86510082f,"in the 2011 pan american games , among the athletes who did not advance to the quarterfinals , two of them did not advance to the quarterfinals ."
551952a8781d8633d5faa829c01f217d894a4743,the average batting style of players in the 1998 icc knockout trophy was right hand bat .
f565b6e31aba323e820a922e694e0b58ac44f642,michael doyle had more total in the 2006 - 07 coventry city f.c. season than kevin kyle .
ffc1a0db8f5d1026a366ff08c68ce6f3a5b2fac7,"in the 2011 formula one season , the 2nd fastest lap was for mark webber ."
379a5bddb50780ff075718f1696ae1ec7407d46a,all of the players in the 1947 baa draft were picked in the first round .
bd8688b8b8a8facda6809fcabe579ae893703535,the
b1d4f85e541ccf7a6c88eedd4a48b7c059c17ee6,empty .
90bb6f821f842fb313ece16992335d8acbbade4c,the majority of south asian television channels originate from the general starhub service .
1187529a962d95fe11f70a55494e07d934999597,"in the 1975 - 76 phoenix suns season , when the suns lost , the only time the suns won was on april 15th ."
5b52a3739af71e042d13947924646783fbc26b75,"the 2nd highest attendance for a parken stadium was for the game on september 4 , 1992 ."
559b4e7fbc403bb0f2523b62a5713bd35e5951f7,"in the 1977 - 78 philadelphia flyers season , among the games where new york rangers were the opponent , two of them had less than 40 points ."
2f923144bd811bbbb6d001faa3d81986c7d2cce5,"the average population of cities , towns , and villages in vojvodina is just over 25000 ."
093b18a31fb4c520fe35ff890a5ba9436950f398,the urban settlement in vojvodina has the highest population of any city or town .
a4578d215875a737abc32565fce84303b003fe04,"in the rayton manor theme park , among the themed areas , two of them have g force ."
3d23ccce30627bf20a7d16aebac570c4f8b5023c,"in the 2004 las vegas gladiators season , among the games played in february , two of them were played in los angeles ."
ff63d2d1fbdb402f922d3abb970a0eb5576879bc,most of the players that came to plymouth argyle f.c. in the 2007 - 08 season were loaned out .
372abd0e64aa809e6f08b2fc6d1b87ebef29e257,"in cuzco province , san jerónimo has a higher density than san sebastián ."
094974596cd90cf8f646b1a707dd2fd3c98ae34f,there were 6 game venues used during the 1938 vfl season .
69dfb6c86a32a919e039f021292e4a726f95810a,"for the sons of anarchy series , the average number of usviews was 4.29 ."
dbdd6ea6c77075c0c04e9cba1f2afcfc026edef4,the mcg venue recorded the highest crowd participation during the 1934 vfl season .
5e6f0c7ed40c47f5706681a22ac20d555003d993,"in the 1991-92 manchester united f.c. season , the 2nd highest number of h/a was when the ferguson team was the opponent ."
7c3a5be6dbbf733a2a600b17f50b23bc3291bbfa,jules bianchi had the second highest amount of ret in the 2008 formula 3 euro series .
da9f2c6b97aa2bf8dc25dcdd3eee5be881ad95f0,empty .
a6a1c11fde0da7a99926e5616a23509de05b4fc2,the 2nd highest gross for 1993 films was for schindler 's list .
5cc4e4e21daa2c5d7c970935b17f62920d264e58,the average apparent magnitude for ngc 5001 - 6000 is 12.5 .
06f62191ba3e629039f84651f54a744e5f2ec621,"for i brought you my bullets , you brought me your love in the united kingdom region ."
467c90f058ab60e9ea2b42a15e6e5f6c7f664fdb,the gm advanced design had the highest number of seats in the gold hall transit transit transit .
3669398f725602684f891cce7765a1b4a83d9dac,in the ohio river valley - western indiana
ce0307652b041987a9e7f1499edd513b1f1b326b,most of the events that césar cielo competed in were freestyle events .
c8d6a590a49442e74bcb21fb8c1b5db78b54df4e,the majority of tournaments were played on a hard surface by saori obata .
ca85b55c1889bb40f76787f031eff704d8b8182c,the bradford bulls scored a total of 12 goals during the 2000 season .
c941ffaf6083804a6758ef77be1164cebac0727e,james wood directed only one episode of rev. in the series .
a72dd8caa2b8ec89c1b929db426f4e931b4c630a,moussa sow scored the highest number of international goals during the 2012 africa cup of nations qualifying .
1b043c4c63c46a84376045ca88ef5ba734979e03,the average pick for the atlanta falcons draft history is 26.5 .
309c638f01668fcc32cee142c37903ddd53795ee,two of the institutions in the great northeast athletic conference are private type institutions .
a71cb4186ccaaad4dcd35cb32312f634da95f7f5,empty .
f8a184b4c1ad917ab459b9d1fe96f036b026feeb,the
6d913acf9ef52674a496d09088971d85cd581b92,the average score of players in the 1954 u.s. open is 286 .
73781982e3a9fe3794fd913af3072988be4b07a8,the average number of games won by all the clubs in the 2006 - 07 welsh rugby union was about 5 .
8ef5f530d717f1822faa48175192664026115a66,the school in the northern nevada 4a region with the highest enrollment is hug .
a430c3ae0611e19dde18e33bb34760e2124b95b9,the mcg venue recorded the highest crowd participation during the 1939 vfl season .
701dba686ccd34f69ad3102842afb0035c6a8bc8,there were 6 game venues used during the 1939 vfl season .
e0b2f1a6bb89c9748779ef876418cdeb4b826327,"for the best - selling music artists , the 2nd highest number of claimed sales was by rock / soft rock ."
086249c09cb80d9cb89b8b0f3e3d627c3a462622,empty .
9c0aa504d4a45074b12a50b41675ac0495787e17,the phoenix suns lost most of their games in the month of april .
ed3ba673318dc520a7f2e35545c21f9a508c8c1b,the majority of events in the 2006 asp world tour were held in fiji .
a7d728d5d7a5831c44b29699a16c377b0a1ae6c7,the average score of home teams in the 2008-09 hkfa 7 - a - side competition was 1.5 .
8ca31046e3308744f4512c2a5266d7414d528048,"in the 1956 - 57 tunisian ligue professionnelle 1 , the 2nd highest number of points was for espérance de tunisien ."
034742d36206a1cb9cb3932cce4239dae2bbc5a5,empty .
71bb124fe6176b2512c312c9fd303fd0ec54a3c1,the average quantity of the württemberg locomotives and railbuses is just over 10 .
f237df6a3f645aefaa2d0a8c3d1af9b61c61ee00,most of the incumbents of the 1810 united states house of representatives were re-elected .
17bf014d79e4c55fe9216bd34ff7a84b7c3cf7c8,the only tournament that gil morgan played in the world series of golf was the hubert green tournament .
dcfc444a76fb6bac310797a67765e0ebf696ade9,most of the radio stations in fort mcmurray are owned by the cfwe radio network .
83d457cade12987ee64d89e1b470cf5eb096fb91,empty .
8138cabc70f0b0799d397a56caacd4a9fcb1d7ad,the majority of rio rancho 's fights took place in the united states .
001fd27e71d777236b29e4a9b9f8aee03fb9cdf4,the new york rangers played against the detroit red wings two times .
c8fdd1d215553d4f245a85a3bb2518113faf5a1d,empty .
3c3fd066545870000fa7df1a71f6f2765e07703c,most of the players in the 1984 u.s. open were from the united states .
3b34abb1ea5ebaab6c549c312d4d7843528bc896,"in the 1975 season of denver broncos , among the games where the broncos won , 2 of them had an attendance of over 10,000 ."
5f1ffca2771c379ec9ac2087b1326c22ea73a384,mark cavendish scored more points than robbie mcewen in the 2007 eneco tour .
9d0d816dbdb8a44b35a4a6145327df6f8d93f88e,"in the 1974 vfl season , among the games where home team scored above 10.00 , 2 of them had an attendance above 15,000 ."
73fb57675b075e3ddcb9b610717aaf775ecd94cb,"in the 1961 eurovision song contest , among the songs that were sung in french , two of them had more than 10 points ."
9cf54d44a51da440fb47f38cb6f089b3e3f490d3,season 10 was the only season of the week where the timeslot was in millions .
e4d39d8cfcb8d7126b730debdbaf9e187cfd44cd,john kline was elected to the house of representatives earlier than erik paulsen .
2b3af89b8f0f9dd91c398fed77b51438979247d4,two of the listed superfund sites in mississippi were proposed in 2001 .
5f2f71900aa0f8b81a74b9e572b17a74e2cab094,most of the schools in the hawke 's bay region are under state authority .
1fd584b3c92e235565819da72c8880c47a1bcfe9,two of the first hull trains were withdrawn in the year 2008 .
997331ea76e81d7f37dc23b17eeb8a4d6b1e7759,"in the 1961 vfl season , among the games where home team scored above 10.00 , two of them had a crowd of over 20,000 ."
439195895b7c72c5d57df2df0ccc5bd9f615aaee,two of the general motors companies were founded after 1900 .
08ed57e850e073847fb8123cca6d60efc39b4e81,the itanium 2 9010 has a higher release date than the itanium 2 9010 .
99a577c024e5ce93278a00d8b9680f40fcae9171,the average viewership in millions for the show m * a * s * h ( tv series ) is 25.7 .
9543946cb850b3735c64e0e5c939fa28f771aaa2,the average number of tour wins for all the riders is 1.5 .
f457dc681558567e8970da915c9b85096c4de8c2,the majority of craters on venus have a diameter of at least 200 meters .
81a409b8cde9a2f42fdf985aa637e584fed8da5d,"in the 1954 u.s. open ,"
55419d04f763f3f85c9118452945dc365e9eef85,the no 15099 morris is the only one of the no 15099 br black with the earliest crest .
901ba61b635cf9c9e1f3efb8abec1c5ad02cc000,the only time claudia hoffmann finished in 5th position was at the italian championships .
92fdd289388a4689e75fe180057da154b9e06eb6,the earliest year made for a locomotive was when the manufacturer was - .
597e08943a38ad10fb9a4d0be03493a6ae18e167,the average erp of the wpar radio channels is around 2500 .
b0ac5366ff3b71a45c5e4520647143b7b0df13d5,empty .
fa4f3d5eba0be6b84c0c2714cd51135320e1a164,the san jerónimo city district has a higher density than san sebastián city .
b84c7bd65010cea2c53524d567df5f07cf065b63,"in the 1987-2005 season of espn sunday night football , among the games where the host team was the new england patriots , 2 of them had an attendance of over 20,000 ."
cf7c868e25e796bee1ab74bbb0efbcd342d8f976,the average number of locomotives of the southern railway made is about 3.5 .
3b5682bccc124c1809cd60b1efa51071ce4e4c49,the average number of floors of the buildings in chile is around 51 .
748027879a1607c658dbed4be3ccb6079fce9a98,"in the 1961 eurovision song contest , when the language is french , the only time the artist was jimmy makulis was when the artist was jimmy makulis ."
58f63eca1228a074b171105a21d50ca2f6d26139,"in the 1947 los angeles rams season , when the game was in pittsburgh steelers , the only time the opponent was the detroit lions was on october 19th ."
df6e33895715199fd34d1aa268789c8e46780c5a,empty .
ca7e827b0c967487bfcd6d1d2129850b18e31675,"in the women 's double sculls at the 2008 summer olympics - women 's double sculls , the only one with a time under 7:00 was georgina evers - swindell ."
b7255d3c7537b65e5083a7431e4bfdca55b4f180,"in the canadian women 's open , the 2nd highest margin of victory was for lydia ko ( a ) ."
830883e93cfafad61c486550417f638a466d29e0,empty .
7c49eac63d1b7cb3748f9daca720735a7ec9efcc,"in the 1992 indianapolis colts season , the only player to play the defensive back position was quentin cory ."
7a7854e9b03415b04f640f5728be65497bc6c015,"in the 2005 belarusian premier league , among the venues with capacity over 10,000 , two of them have capacity over 10,000 ."
78e7d1632d2a70a5be47abca1df13e844eb28b25,two of the railway stations in croydon are managed by tramlink .
a3ed8f69d84839ad6432478218c6db2d6dab2890,the average number of weeks that a single spent in the top ten of the uk singles chart is 15.5 .
