sha1,text
4ccbd0ca147347d10addd1172064e29e359a4793,"in the northern nevada 4a region , the majority of the schools are located in reno , nevada ."
1957e4295a3f859ff65443bbc025c22b780608fe,layne beachley won the majority of events in the 2006 asp world tour .
74297653dff18abaa1e421c5f12c5b974af13189,three of the counties in the coast province have a population census of over 10000 .
941e160017f1564eb8da7ebb46f78d086f6022f2,marcus theatres was the only cinema and movie theater chain to be shown rave motion pictures seven times .
63796eb7b170e0008f38c529a6ff01f5a0bef33a,"in the 1984 u.s. open ( golf ) , 5 players went over par ."
82731a24f8f1178ae19ac2890298d49a45afee84,"in the 1990 u.s. open ( golf ) , among the players who finished 3rd , 2 of them had a score of -2 ."
1a2dccfe500a360eb73e3bbd380f3d5339a818cd,the average market capitalization of corporations by market capitalization is 305221 .
81118cd307c06c9f5d17808890beb60b3a278a02,"in the 1966 los angeles dodgers season , most of the players were signed ."
5f69d0852092f6239f039a49bc6c250fdd635e4b,there are 5 races in the high - rise ( horse ) .
5a1be133cb5377b64a208373600e3f1cb723eae2,"in the 1991 - 92 new york rangers season , among the games played in february , 2 of them were against the minnesota north stars ."
c7e3442cf135d7070bce8869e142b4ee3a31403b,there were 6 points scored against england in the 1963 england rugby union tour of australasia .
790e64a0b037ee6516e3925d885a6d208699979b,two of the amd mobile microprocessors have an 8x frequency .
ac49c70b1fe15c6a579942a0b8b625f69e9538ca,"in the k league challenge , the only stadium with a capacity less than 15042 is the saangju civic stadium ."
d65f511447bdf2854e211f14ee42f2bc304e450a,the pathfinders had the second lowest drop zone time of all airborne unit groups in the mission albany .
e661392bf0d231346016bb794eabec29700650cc,"in the 1990 u.s. open ( golf ) , the average total was 287 ."
8bb9407ffdc818b50a449ccb782321acc5e2c545,colleen bonniwell recorded the highest percentage ratio among all candidates of the roots party .
15f39453b9498a70ca8f66b090327c54cf6d389a,jacques cornu had more points in 1987 than he did in 1980 .
79103f7ac3808e0bb87b25e4e16cfd5220a95f46,"in the united states house of representatives election in ' 46 , jay le fevre ( r ) 69.5 % of the vote had been re-elected in 1942 ."
83189fa0799cc683b6d25da05d28becea69fec60,"in the 1998 icc knockout trophy , one of the players with the second class team was left arm orthodox spin ."
0c832b099cd936449b1f4b9ae63a84097bdec6ea,the average crowd attendance of games in the 1974 vfl season was 18504 .
8942614f3c646318c162b98e1b14c60e811fb893,markmoroz was the only player drafted from wake forest college in the 2004 cfl draft .
cd17c9d125555b8a2c5a25f1c45a572dbad06ef5,the majority of the schools in the ohio river valley - western indiana conference are in the aaa ihsaa class .
e4a31c1422b206ffd3d49f2531c89a8307ed4d40,william piper was the only incumbent who retired in the 1816 house of representatives elections .
506b693883edcd0dd4ecbf7c0cd557c93d3ed756,james wise was the only georgia incumbent who retired democratic hold .
560418dfbd22480d23ccc0367e12b2cb47ffb331,most of the teams in the 2010 afc champions league had 0 points .
f2b242d457aab36767b705cbe40f5a65cf07c284,"in the 2003 - 04 detroit red wings season , among the games where joseph was a visitor , 4 of them were home games ."
2db0e02cf0b9f37f695c382cceefea84d6389da5,g cooksley 's first race was the only one that octagonal participated in .
28fbb19ec9d1caa9bc7d6b9e7d2719374ef95b0b,the game on november 14 drew the highest attendance in the 2003 - 04 detroit red wings season .
ce80bbca3f2af202d0dde8c2c3036363ae668842,gavin woods is the only player on the men 's water polo team at the 2004 summer olympics .
98f783e7a8916895eaba20e217bcc2a0edcb96e5,the majority of stephin merritt discography were released on the lp format .
3716d9b6f9b6311236072fd07f8426a8f5a793f8,"in the 2010 afc champions league , for teams that had under 300 points , there were 3 times where the group stage was group stage ."
f8f0d465a8739bcfd4610b34614f0cf31d596008,north and midland of scotland was the 2nd opposing team in the 1978 new zealand rugby union tour of britain and ireland .
28a85bb699e4da2b49301b9a23051ab0dffcbe56,a total of two players drafted from college played the c position .
9d138a377082509c64ca3285650e8cbef00f9dc7,"in the list of presidents of fifa , the only one who took office in sepp blatter was joão havelange ."
45d550cbe7b65cb2ac2dcc8719ec415f243f5c79,tom weiskopf made at least 1 cut in the open championship one time .
d5eb266d9cab208b31cf63b6745ddd3a7041d973,mcg was the venue that drew the highest crowd attendance in the 1955 vfl season .
6be6adb27a724714d2385383e2bd8a492a07048d,achmed labasanov 's fight against lee hasdell went more rounds than his fight against zabir elbiev .
4ac38115aa9aa19c856a83316b4ec5b1e6d9575e,two of the players drafted were of the lb type .
32cb5ed37ccc14fc2b62f50dbbabab1cc058674e,the jubilee line has the shortest length of all the other london underground locomotives .
9438f50d09950fd08ec3dc14230070eb396460d3,ken higgs had a higher average than stuart turner in the 1969 player 's county league .
e7852c7cb05b91dd621373554845a82de088ac83,the players in the 2007-08 kfc twenty20 big bash had an average score of around 74.8 .
80b1c181586e2d785b5502e185e597e7fe160996,the benedict ako 's time in 15th was the third earliest in his career .
e5e5a20450b3d8ecee526e290310db410058c89c,moussa sow 's first goal was the only goal that happened in the month of october .
07c539f2cdbd09d71929ef20f2b071a79402676d,"for the ar-15 variants , the average length of the hand guards is 16.5 inches ."
75b8a30d884989372788ffbcb49ab7132724bca2,"in 2008 in paraguayan football , libertad ranks the highest ."
64e447659d2c4c922240bce36c0facefe6e6a426,"the average length of the yukon territorial highways is 2,336.25 kilometers ."
32ea4136fb9bc77e81a85d417cbb8b712af75930,one of the schools in the hawke 's bay region is state integrated .
6abbcc918fc1677ce524f89adfa039bf3f69bf1a,seongnam had a higher population in 2010 than namyangju did .
058044384159a7962e2ac1ce2594b016a79630c7,"in the eurovision song contest of 2008 , samanta karavello scored 20 more points than teuta kurti ."
11fc5f37577ec03bd56865463013e5064cb1ffa4,"of the south american countries by gdp ( ppp ) per capita , uruguay has the highest number of people living in it ."
753c053df2871fe60833f00be7c0f63adbb1506f,all of the incumbents were from the democratic party .
e1a1f5941b2bda18b205fae116d19918d82f4709,angelika buck / erich buck scored the highest number of points in the 1973 world figure skating championships .
183b9f29ccd6db2d34a5ba81e41f6b0d8870ceef,5-03 was the only date that laurie fetter appeared in playboy .
223e6ce9cd419db1bb3b4abe8dc536d4e2b10401,gil morgan won a total of 2.5 tournaments in the majors .
e8446fe14aa418613334be8e3270e9f2f1ccf072,prudential tower is the only building in boston that is 8 feet high .
29e2310e9ed842470fda7fe914a9454ec4531fa1,glenferrie oval was the only venue to play at victoria park .
d66593a6dbbaf6885fb80e7818fc24555e48b712,"in 2013 , for players in the devin gardner division , the average number of rushing yards per game was 948 ."
a612390695b14c9324f527500be67fd52afea6d8,the average number of seats in the golden gate transit is 44 .
f577ca69e2e0955dfc03550924277dfd5a8b7104,most of the teams that derek daly competed in were for the team that was for the dfx engine .
9156820753a5fc9f1e69ab1d014782852a2bb57d,most of the incumbents were from the republican party .
f4dfa2758c12e45e5140e7269422e07960031fc7,"in the 2008 summer olympics - women 's single sculls , the average time for the top 5 ranked athletes was 8:17.94 ."
7ffa5adf2fcfbcb12c83be4216667f577fd8f951,the toy race series was the only series in which hannes van asseldonk competed in a race .
e2c71400f0c726a430a54d1efea87fe5305f6386,"in the 1982 detroit lions season , the game against the minnesota vikings had the most attendance ."
3efe4f2405d1bcbc10c9f91da44f225181fb0847,boise state university is the only institution in the pacific - 12 conference that is located in california state university .
18c91598cd709c966d5bfe4d047e7a490c467ab0,devin gardner had the most rushing yards in the devin gardner 's career .
bdb91826c79b3afe1347e097718836b36ecedbfa,"plainview , texas has a higher erp wattage than pampa , tex has ."
f5b77c9d7104626d48baf0b62889f13d6b848912,"in the 2007 - 08 minnesota wild season , the game on february 2nd had more attendance than the game on february 29th ."
bafdf06bf10ebe4c78fba759be7e85b3d01392a8,"of the tournaments that jorge aguilar participated in , all of them were on a clay surface ."
1c9f2ee23abdb60795bf658d827ebf1ef65af039,"in the 49ers - rams rivalry , there were three games where the venue was candlestick park ."
7e6759ecd2261df81d6bf0180e95a548187c4ccc,"in the 1930 vfl season , when the away team 's score was under 10 , there were 3 times when the crowd was under 20000 ."
bdef4baaab730203291fa837e49f234d2770f2a9,"in the metro area , detroit , michigan has the highest media ranking ."
dbb62c42ebc283b22d6fb9997b2445dd665471b1,"in the nordic skiing event in 1980 , thomas wassberg was the fis nordic skiing team 9 times ."
ec932d1f3d4c7bce92ad18a064c59234617e1df1,7 players in the lithuania davis cup team participated in a competition on 7 march .
0b825400929286c794f10cec2a312f038cae2779,dick rathmann had a higher rank in 1956 than he did in 1959 .
f48d4124ff6f94968c2d79a23c5353de2e32a621,for the 1944 vfl season the total combined crowd was 13333 .
239d98890bc65c27155f44c444a9e48adaa1ebd2,"california state university , bakersfield is the only school in the pacific - 12 conference that has a roadrunners type ."
3cb9fbc75f34f960c7c6fc914cdec24ad3f0f9c0,sanya 's average population in 2011 was 60970 higher than any other official year she was in office .
c142ec46e2f137dfbb4a54eb7dd0980cd9cbd645,"in sheffield shield , the player with the highest wicket average is vicer."
d6408074bd1c5df0ae4d342640c2dbd4f89fb0e3,"of the games played in the 1978 new zealand rugby union tour of britain and ireland , 5 of them were on december 5th ."
abbe8e103c72c7637925724f55ce0f92568d75d4,ben 10 - ultimate mission was the earliest of these rides to be opened .
ff8f311d7c9a8eff57aae9d5fa8bde49f9bf7fab,the first release of the modern guilt album was in july of 2008 .
9ff1fecf859fd74f830402fe8b6df1b595ecdbf0,the average weeks spent in the uk singles chart and statistics is 16 .
8c1ab8463869c8a3d398a32e464b594518049b6c,mehdi karroubi recorded the highest percentage of votes in khuzestan province .
28834f3849549fd3cff0a1617f3f256abf5fefb8,"in the list of largest airlines in south america , the only one that has a better rating than gol is tam ."
7559394a491894fb8954634bc082a301b303ece8,3 nations were represented in the fiba europe under - 18 championship .
bf9183ae2806ed1bd2e4e3588c5f9b23eeb0f544,"papal conclave , 1389 , is the only one with a 6th order ."
7ae3c8e57846b0b032f0edf857bd5b4f979648dc,the soviet union had the most gold in the 1963 icf canoe sprint world championships .
f63651cd94c7688219d3fcd061c138baf16396e7,"xemr is the only radio station in laredo , texas that has the brand of xeg ."
15b24dde412e07fc76aa1f8af584b9716e847e33,the average market capitalization of the companies in the forbes global 2000 rankings is 155.6 billion .
4dac15907e090b8a01ab0ba7a84f6b5fd0869206,andy lajoie had the most starts in his career in 1998 .
a5935565ee6ea2fc1899138df558d035b9219221,"in the fifa beach soccer world cup , when the year is 2006 , the total number of teams is 33 ."
b6eb2c24d7d9c460b3aa8a21013ad6f52118f06e,jean - philippe belloc had the highest number of laps in the 2007 season .
6764a7b2b18cf8e0dda0c0416f8f7b3089dfd168,"in the 2008 - 09 detroit red wings season , among the games where detroit was a visitor , 3 of them were in detroit ."
ad4967a22673f13e0574672f6669058285de5de9,the average qual time for driver johnnie parsons was 12.7 .
2ad29ae011d4a317020892a4b96223fa36c203a0,"in the 1999 cincinnati bengals season , among the games played in november , one of them drew more than 60,000 people ."
e8f6815797d4c20eb5bbc0d24b9e015b88aaead9,"in roberto ribaud 's career , helsinki , finland was one of the venues one time before helsinki , finland ."
95fba70c94457d52ed33278292acad24a3102680,"in the 1990 detroit lions season , when the game was in december , most of the crowds were over 75000 people ."
115a0fd0f370045cfb898bb0d48dccd24bdb1883,thomas häßler scored a total of two goals in the games played in armenia .
bac4a7de72f333f28b735abd5eb3385040ad9192,six ships are currently in class .
e078414d7c9d18a6aa6dcacc8180c7ec15f0e117,for the 1976 buffalo bills season the total attendance was 54452 .
154c9df243270729421c3a3646a31b6f09553af7,the average number of games in the wru division two north is 14 .
71afa4a65d5310ba3fe72cda5bdc446838a31411,ecuador has a higher gdp per capita than paraguay does .
4c5fd854d8d6624ee4ac09de204d69384c7e0790,raphael butler 's 2nd fight ended in the best way .
a031524eeb00d2ccad666f6d3eed3c48dffbab0e,most of the incumbents of the 1994 united states house of representatives elections were from the democratic party .
d1f80ced9c0c8e2c52f6edcea3282d296b2b622b,"in the 2011 world rally championship season , for the teams that started in the 1970s , the total number of stage wins was 727 ."
c23eb3cc7fae1252946b395bcceff0e4c4642abc,the average height of hewitts and nuttalls in england is 670 .
a40306cc4d53d26c36fb50716252a74e005276d0,richard philippe had a higher nor 1 score than stefano coletti in the 2008 formula 3 euro series season .
a891d3192ac5b32399bbf3c9488e705c214a63ce,the majority of winners of the game of the year awards are from the windows operating system .
2b8f01fb2258af5fc50fda1de90a244647f81d76,two of the class have a number of withdrawn .
22e0e498e85da378ee23599aa7a14d29bfe4b924,frank park has a first elected year which is earlier than that of carl vinson .
855ae0497293ff334ce81c08f6415f5f957371bc,"in the 2007 - 08 philadelphia 76ers season , the highest attendance was when the team was dalembert ."
2b0dfeaa7c85fd4ceb419fb42bbfb4fb8b8fd0f1,most of the paris saint-germain fc 's appearances took place in the 20th .
3cc00d80679ab18a17654eed24665189e15cbbd2,the hughes hall college boat club average finish position was 42.8 .
bf9d32953cf592add219cb9492d5b7e063ae0182,"in fraternities and sororities in canada , delta zeta was the earliest one to be founded ."
5988b654d10edcb8dabe757bfe5b32bd34bdc74f,"the highest release price of intel itanium microprocessors is the q1 , 2007 model ."
42ff47569e53a8ad1fd655dd5ac293d5bdcdca5a,the total prize money per winner for the cleveland open is 241700 .
2b55ec4b3966556dbc9553f887403a75ee8d38ef,xi wang is the only crater on venus that has a diameter greater than 0 km .
5a82aec1a8e279b71ba2963677b8a73cff33326c,"in the 2007 - 08 new jersey devils season , the 2nd highest attendance was on november 17th ."
31a2b3903276f31a6e7072ba1aae4c65db947634,the only version of the microsoft windows that does n't support fat32 is the yes v1 .2 .
cfb8b36505e62c111ad72fa10a9d58bff37e4d95,most of the players of the 1984 u.s. open ( golf ) tournament were from the united states .
02b2433a02fb573c411f2264692a0d8ef2734105,mexico recorded the highest number of silver medals in athletics at the 1935 central american and caribbean games .
4f4ef6e6b5f2963b86fb96c4a744f66055d30a30,"in the 2007 - 08 minnesota wild season , the attendance for the game on february 5th was 37097 more than the game on february 5th ."
ba56062a8d1ad54a3db054c4772fa373ff25a6be,"in the 2007-08 los angeles kings season , the player from the college of linden rowat was drafted one round earlier than the player from the college of dwight king ."
a9ea13f0419e3c17a0feb7b817734eb5b1e7a192,apollo 13 splashdown had more viewers than the wedding of princess anne and mark phillips .
aef633b003659cbc4854326afd361641aee3d62c,goyang hi fc has the highest capacity of any team in the k league challenge .
e57d3f9bbcb140da3ee8f20ea89157d0550b7cc5,ali al saadi had a win result in the majority of games she played in from beirut .
439d9a7390603f769cb07e3b1cf54beb616f1750,the height of 4 players in the 2010 nba all-star game was 6-5 .
78e64950f72c9ce7529bbb918c95145374fc101d,"in the 2003 new england patriots season , spencer nead was the only tight end ."
f65dbf77ae138423407ccdb95d95384a3c9089f5,"in the indiana high school athletics conference , the enrollment at martinsville is higher than the enrollment at mooresville ."
60c970dcafa711a956b626206d31f39119f977f0,pedro de la rosa drove with the jaguar racing team a total of three times .
ab47b5c78d548760afbca3e80e24e1516b0c9fd3,the total number of seasons in superettan 's second tier is 76 .
0770b508b3243b6efb75076019c55388ec7cccb8,"in the 2006 - 07 season in welsh rugby union , of the teams that won at least 2 times , the 2nd highest number of points against was in abercynon rfc ."
47eca6e044ebf5efc7bdd114199befc18870046f,all of the matches were played in the category of friendly matches .
f2676bd62e35a938d014920cb633b82613a014c7,"in the list of inter milan records and statistics , benito lorenzi had 2 more years than christian vieri ."
80d9028c4d7bbdbf93424dd640323e9e47559e27,"in the lesser antilles , most of the subdivisions are in redonda ."
b94a9756c3ad5b6f6424f0349ddc054172ebe44e,central denmark region has the highest population in the outline of denmark .
d34fb3469155ff17903170d58d96f17875ece586,12 players are listed as members of the powerade tigers all - time roster .
0d9f400f6ebaafaade36696780d01527d52ede28,four of the extreme engineering projects took place in april .
f131ba69088d46f98fb9131ec69f55a33ec64dd7,most of the games resulted in wins for the miami dolphins .
84bad6bd5fe9c6b4b36dce1b87c8283563b71bfa,there were 7 runner up in the 2006 asp world tour .
287608cdc694dfc63c7dbafcba29131027b5803c,all the 1956 - 57 tunisian ligue professions in the 1956 - 57 season were played in the 22nd .
e4d2015325ac32972c9d6b71072a2ba62a6dd7eb,the average attendance during the 1983 miami dolphins season was 55946 .
e1d87486ff3b2ea5003fcb14be351618d0aa456f,"in the 1980s , deccan chargers had a total of 16 wins ."
c3b8e10ae73e73134866ccb8195999997d53bbf4,sanya 's population in hexi district is lower than that of fenghuang .
32710e8b599ca60e2d72866130c86f4ab2661070,brunswick street oval venue recorded the highest crowd participation during the 1932 vfl season .
f7a570f5edb68326f13d9c8a6f0ff4fb070b12d4,england 's england national rugby union team played against scotland earlier than they played against edinburgh .
62b4318de50e8ac9cca9f8497d16b716ac4f61a1,there were two locations in the asian games that were located in bangkok .
9c16e4d06b3557282cca23e1240e8f2d324b0cac,moody bible institute is the only radio station in the quad cities that has a single day power of over 1000 .
ace5a65c685e2212ee96d41de12fec9afd97cd0b,the majority of the managers left because their contracts were terminated .
63a13b29f232f93a2d22d06408573cd97d69da2f,royal dutch shell was the only company from the american international group in the forbes global 2000 rankings .
6e534b6219000c3454e9b84102822b075ab15a63,all games of the houston astros in the 2005 season were played in the month of may .
b4461d339955f5226f714b0a267a7151aef5b00c,börje jansson 's total points in 1972 was 78 points more than he did in 1973 .
05b85ef3b289877e49e3379042453ef265b92938,"for the 1949 vfl season the total combined crowd was 79,000 ."
e14a98e45c80c3d68fa267361b09ad50ac4e2e18,tom moore was the only player drafted in the running back position .
7bd1efa2b98340ec19b409c5139ab7ef9596a3e1,the average pick number for the 1993 pba draft is 4.5 .
95ee9192fb8c676541fbd30983c16055befe230a,the majority of the serial numbers of the cooke locomotives are of the 4-6 - 0 model .
c332ba829f4a3fefd6ea1b678969438b8f9ab220,south china had the most points in the 2002 - 03 hong kong first division league .
5f1fbf171114dcdc9a7f6b6a03a9a1d0e1f858fb,damian paul chopa had 3 results in the world cross country championships .
195a1f696375a70843887290e8bcaedaaea9d3af,mike e clark was the third person to be filmed in the recording of the shining ( violent j album ) .
7c123f2c6a170fa7b0b5298bfef03cdf0ddb8eee,"in the 1993 san diego chargers season , the first game in september took place in 18 ."
edf91356af5394dea1d7fd34d82a5d2f07362678,the average crowd attendance for games in the 1955 vfl season was 24067 .
7c5c557d17a33e2f88c42ae066a8c9af4a018f07,monica niculescu was the opponent in the final in most of the tournaments that magdaléna rybáriková participated in .
bc0c55b0ee798e80641b799383171929214d3fce,"at the 2004 world junior figure skating championships , japan won the most total medals ."
a358e7e0b45bc3de9a0e388a1dcea8471cab6621,marty reid was the lap-by-lap commentator for most of the napa auto parts 200 races .
06ec0499c3106317abdce0ef0b7f4cc4a4625c35,most of the players scored over 70 points in the 2007-08 kfc twenty20 big bash .
304ef659fd4075e646f224d7d9c5bacdc6f57033,"in the 1999 cincinnati bengals season , the 2nd game on november 28 , 1999 was the only one to end in a draw ."
a4926b8868af857236574a3d9b84cc94a111b837,"in the 1977-78 philadelphia flyers season , when there were at least 30 points , the majority of games resulted in no points ."
4041b1d4e44f258206184cab0d90181c9c6474fe,all incumbents of the us house of representatives elections in the year 1946 were re - elected .
13e704e7a79ff1e25d952ac78ffcbf01becc06ac,pennsylvania has the most candidates in the 1816 house of representatives elections .
947340ac007973063856f6155ef3579747fc4ee9,jamby madrigal ( i ) received the highest amount of votes in the 2010 philippine presidential election .
6899ad64a07b309cc3233888d2c72434bdb77ed8,1996 was the only year that isabelle huppert won the césar awards .
f2588b3c3a86113c31d55514222bcfd2c3527487,jean - claude pascal scored the highest points in the 1961 eurovision song contest .
5ec7d59f174262516e5c362ea83686f75608b007,achmed labasanov won the majority of the fights that he participated in .
a806c05a5735038b5a38ce538847022d9354ba0c,the masters tournament is the only tournament that dave stockton has participated in in .
eceae87ef1032048ff319b4b66d2ac86d40dc03c,a total of two players on the water polo team were from the cf club .
88c72c20585dd9c7a962f300ebccd6122e28a38d,track 5 of the album ' sleepless nights ' is the shortest length of the song .
48c90348435d8b7a953ec6604e2f2ca86510082f,federico muller had a higher elimination poule than felipe saucedo in the 2011 pan american games .
551952a8781d8633d5faa829c01f217d894a4743,most players in the 1998 icc knockout trophy were with the right hand batting style .
f565b6e31aba323e820a922e694e0b58ac44f642,"in the 2006 - 07 coventry city f.c. season , stern john ranks the highest ."
ffc1a0db8f5d1026a366ff08c68ce6f3a5b2fac7,red bull - renault had a higher pole position than sebastian vettel in the 2011 formula one season .
379a5bddb50780ff075718f1696ae1ec7407d46a,"in the 1947 baa draft , the 2nd to last pick was the 1st ."
bd8688b8b8a8facda6809fcabe579ae893703535,the howie carr show live 3p-6p is the only radio station in the format of 5 sony carr shows .
b1d4f85e541ccf7a6c88eedd4a48b7c059c17ee6,there were three times when nicolas marroc did n't win any races .
90bb6f821f842fb313ece16992335d8acbbade4c,the majority of south asian television channels originate in india .
1187529a962d95fe11f70a55494e07d934999597,"during this period of the 1975-76 phoenix season , alvan adams won more games in the month of april than alvan adams ."
5b52a3739af71e042d13947924646783fbc26b75,parken stadium had a higher attendance than the danish superliga 2005 - 06 competition .
559b4e7fbc403bb0f2523b62a5713bd35e5951f7,"in the 1977 - 78 philadelphia flyers season , the new york rangers were the opponent 3 times ."
2f923144bd811bbbb6d001faa3d81986c7d2cce5,"the majority of cities , towns and villages in vojvodina are in the srem district ."
093b18a31fb4c520fe35ff890a5ba9436950f398,"four of the cities , towns and villages in vojvodina have a population greater than 15,000 ."
a4578d215875a737abc32565fce84303b003fe04,the shock wave was the second earliest coaster to be opened on the drayton manor theme park .
3d23ccce30627bf20a7d16aebac570c4f8b5023c,"in the 2004 las vegas gladiators season , the las vegas gladiators ' game against arizona was the earliest in the season ."
ff63d2d1fbdb402f922d3abb970a0eb5576879bc,the majority of players left in the year 2008 .
372abd0e64aa809e6f08b2fc6d1b87ebef29e257,santiago has a larger area than the area of the other cities in cuzco province .
094974596cd90cf8f646b1a707dd2fd3c98ae34f,"105,000 people attended the 1938 vfl season games ."
69dfb6c86a32a919e039f021292e4a726f95810a,"in the list of sons of anarchy episodes , there were two episodes directed by guy ferland ."
dbdd6ea6c77075c0c04e9cba1f2afcfc026edef4,"in the 1934 vfl season , the average crowd size was 13.14 ( 92 ) ."
5e6f0c7ed40c47f5706681a22ac20d555003d993,"in the 1991 - 92 manchester united f.c. season , the 2nd to last game had a score of dumbarton ."
7c3a5be6dbbf733a2a600b17f50b23bc3291bbfa,3 drivers in the 2008 formula 3 euro series season were retired .
da9f2c6b97aa2bf8dc25dcdd3eee5be881ad95f0,"three of the tv series titled "" project runway "" were first aired in the year 2009 ."
a6a1c11fde0da7a99926e5616a23509de05b4fc2,jurassic park was the third film to be released in 1993 .
5cc4e4e21daa2c5d7c970935b17f62920d264e58,four ngc objects are of the centaurus type .
06f62191ba3e629039f84651f54a744e5f2ec621,"the i brought you my bullets , you brought me your bullets , you brought me your bullets , you brought me your bullets , you brought me your bullets , you brought me your bullets , you brought me your bullets ."
467c90f058ab60e9ea2b42a15e6e5f6c7f664fdb,gm new look has the most wheelchair accessible seats in the golden gate transit .
3669398f725602684f891cce7765a1b4a83d9dac,"in the ohio river valley - western indiana conference , among the schools in the ohio river valley - western indiana conference that are in springs valley , only one of them are in springs valley ."
ce0307652b041987a9e7f1499edd513b1f1b326b,most of the events that césar cielo competed in were freestyle events .
c8d6a590a49442e74bcb21fb8c1b5db78b54df4e,most of saori obata 's tournaments took place on a hard surface .
ca85b55c1889bb40f76787f031eff704d8b8182c,there were 5 game venues used during the 2000 bradford bulls season .
c941ffaf6083804a6758ef77be1164cebac0727e,james wood directed most of the episodes of rev. in 2011 .
a72dd8caa2b8ec89c1b929db426f4e931b4c630a,moussa sow participated in 2 friendly competitions between 2010 and 2013 .
1b043c4c63c46a84376045ca88ef5ba734979e03,the average pick for the atlanta falcons draft history is 176.09 .
309c638f01668fcc32cee142c37903ddd53795ee,johnson & wales university has the most enrollment among institutions in the great northeast athletic conference .
a71cb4186ccaaad4dcd35cb32312f634da95f7f5,most of the regions of moldova listed have a total of over 1000 .
f8a184b4c1ad917ab459b9d1fe96f036b026feeb,"in the 2006 - 07 taça de portugal , the final round had a higher number of fixtures than the 1st round ."
6d913acf9ef52674a496d09088971d85cd581b92,"in the 1954 u.s. open , most of the players were from the united states ."
73781982e3a9fe3794fd913af3072988be4b07a8,the average number of losses at the 2006 - 07 welsh rugby union is 32.75 .
8ef5f530d717f1822faa48175192664026115a66,there are 6 schools in the northern nevada 4a region .
a430c3ae0611e19dde18e33bb34760e2124b95b9,st kilda had the highest scoring game of any away team in the 1939 vfl season .
701dba686ccd34f69ad3102842afb0035c6a8bc8,"in the 1939 vfl season , the average crowd attendance for games on 13 may 1939 was 16583.33 ."
e0b2f1a6bb89c9748779ef876418cdeb4b826327,"of the best - selling music artists whose first charted record was ' present ' , the majority of their claimed sales were over 75 million ."
086249c09cb80d9cb89b8b0f3e3d627c3a462622,rené louis derouen was the only incumbent from bolivar ekemp in the 1928 united states house of representatives elections .
9c0aa504d4a45074b12a50b41675ac0495787e17,"in the 1975 - 76 phoenix suns season , the 2nd highest attendance was when the team was paul westphal ."
ed3ba673318dc520a7f2e35545c21f9a508c8c1b,most of the events in the 2006 asp world tour were in the country of the united states .
a7d728d5d7a5831c44b29699a16c377b0a1ae6c7,there were 7 games in the month of september during the 2008 - 09 hkfa 7 - a - side competition .
8ca31046e3308744f4512c2a5266d7414d528048,"in the 1956 - 57 tunisian ligue professionnel 1 , the 2nd highest number of wins was for toile sportive du sahel ."
034742d36206a1cb9cb3932cce4239dae2bbc5a5,"four of the tv series titled "" project runway "" were hosted in south korea ."
71bb124fe6176b2512c312c9fd303fd0ec54a3c1,"of the württemberg locomotives and railbuses , the average quantity is 25.14 ."
f237df6a3f645aefaa2d0a8c3d1af9b61c61ee00,most of the incumbents were re - elected in the 1810 united states house of representatives elections .
17bf014d79e4c55fe9216bd34ff7a84b7c3cf7c8,gil morgan won by a margin of victory of 5 strokes two times in the glen campbell - los angeles open .
dcfc444a76fb6bac310797a67765e0ebf696ade9,most of the stations in fort mcmurray are on the station frequency of 009 .
83d457cade12987ee64d89e1b470cf5eb096fb91,"for the united states rapid transit systems by ridership , the average number of lines is 280904200 ."
8138cabc70f0b0799d397a56caacd4a9fcb1d7ad,raphael butler 's fight against brett murphy went on average 15 minutes and forty seconds .
001fd27e71d777236b29e4a9b9f8aee03fb9cdf4,"in the 1991 - 92 new york rangers season , the minnesota north stars had their highest score of 21 points ."
c8fdd1d215553d4f245a85a3bb2518113faf5a1d,ralph a gamble recorded the highest percentage ratio among all candidates of the house of representatives in the '46 united states house of representatives elections .
3c3fd066545870000fa7df1a71f6f2765e07703c,most of the players of the 1984 u.s. open ( golf ) tournament were from the united states .
3b34abb1ea5ebaab6c549c312d4d7843528bc896,the buffalo bills were the opponent for most of the games .
5f1ffca2771c379ec9ac2087b1326c22ea73a384,michiel elijzen was the only player not awarded at the 2007 eneco tour .
9d0d816dbdb8a44b35a4a6145327df6f8d93f88e,"in the 1974 vfl season , collingwood had a higher scoring game than north melbourne ."
73fb57675b075e3ddcb9b610717aaf775ecd94cb,in the 1961 eurovision song contest the majority of songs were in the are you sure language .
9cf54d44a51da440fb47f38cb6f089b3e3f490d3,season 9 of the week had a higher viewership than season 4 .
e4d39d8cfcb8d7126b730debdbaf9e187cfd44cd,"in the 2012 election for the united states house of representatives , the only incumbent who was re - elected in 2006 was john kline ."
2b3af89b8f0f9dd91c398fed77b51438979247d4,two of the superfund sites were located in the county of rankin .
5f2f71900aa0f8b81a74b9e572b17a74e2cab094,there are 6 schools in the hawke 's bay region .
1fd584b3c92e235565819da72c8880c47a1bcfe9,class 86 was the third earliest class to be withdrawn of the first hull trains .
997331ea76e81d7f37dc23b17eeb8a4d6b1e7759,"in the 1961 vfl season , when the crowd was under 23000 , the only time the venue was victoria park was when the home team was cricket ."
439195895b7c72c5d57df2df0ccc5bd9f615aaee,three of the companies joined gm in the year 2000 .
